SmartGuard: An LLM-enhanced framework for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0957417425001010
Low-cost language models: Survey and performance evaluation on Python code generation,https://www.sciencedirect.com/science/article/pii/S0952197624016488
Multi-stage guided code generation for Large Language Models,https://www.sciencedirect.com/science/article/pii/S095219762401649X
The more quality information the better: Hierarchical generation of multi-evidence alignment and fusion model for multimodal entity and relation extraction,https://www.sciencedirect.com/science/article/pii/S0306457324002346
MedExpQA: Multilingual benchmarking of Large Language Models for Medical Question Answering,https://www.sciencedirect.com/science/article/pii/S0933365724001805
Candidate-Heuristic In-Context Learning: A new framework for enhancing medical visual question answering with LLMs,https://www.sciencedirect.com/science/article/pii/S030645732400164X
Transformers in source code generation: A comprehensive survey,https://www.sciencedirect.com/science/article/pii/S1383762124001309
An Applied Statistics dataset for human vs AI-generated answer classification,https://www.sciencedirect.com/science/article/pii/S2352340924002117
FireDM: A weakly-supervised approach for massive generation of multi-scale and multi-scene fire segmentation datasets,https://www.sciencedirect.com/science/article/pii/S0950705124001825
R2GenGPT: Radiology Report Generation with frozen LLMs,https://www.sciencedirect.com/science/article/pii/S2950162823000334
Enhancing source code retrieval with joint Bi-LSTM-GNN architecture: A comparative study with ChatGPT-LLM,https://www.sciencedirect.com/science/article/pii/S1319157823004196
SmartGuard: An LLM-enhanced framework for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0957417425001010
Bias and discrimination in ML-based systems of administrative decision-making and support,https://www.sciencedirect.com/science/article/pii/S0267364924001365
MedChatZH: A tuning LLM for traditional Chinese medicine consultations,https://www.sciencedirect.com/science/article/pii/S0010482524003743
R2GenGPT: Radiology Report Generation with frozen LLMs,https://www.sciencedirect.com/science/article/pii/S2950162823000334
Geospatial large language model trained with a simulated environment for generating tool-use chains autonomously,https://www.sciencedirect.com/science/article/pii/S1569843224006708
Low-cost language models: Survey and performance evaluation on Python code generation,https://www.sciencedirect.com/science/article/pii/S0952197624016488
Generative AI and process systems engineering: The next frontier,https://www.sciencedirect.com/science/article/pii/S0098135424001418
Bias and discrimination in ML-based systems of administrative decision-making and support,https://www.sciencedirect.com/science/article/pii/S0267364924001365
Agent-based learning of materials datasets from the scientific literature,https://www.sciencedirect.com/science/article/pii/S2635098X24001943
Enhancing source code retrieval with joint Bi-LSTM-GNN architecture: A comparative study with ChatGPT-LLM,https://www.sciencedirect.com/science/article/pii/S1319157823004196
Bias and discrimination in ML-based systems of administrative decision-making and support,https://www.sciencedirect.com/science/article/pii/S0267364924001365
Transformers in source code generation: A comprehensive survey,https://www.sciencedirect.com/science/article/pii/S1383762124001309
Pytester: Deep reinforcement learning for text-to-testcase generation,https://www.sciencedirect.com/science/article/pii/S0164121225000494
SmartGuard: An LLM-enhanced framework for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0957417425001010
MiniMedGPT: Efficient Large Vision–Language Model for medical Visual Question Answering,https://www.sciencedirect.com/science/article/pii/S0167865525000017
Parameter-efficient online knowledge distillation for pretrained language models,https://www.sciencedirect.com/science/article/pii/S0957417424029075
Low-cost language models: Survey and performance evaluation on Python code generation,https://www.sciencedirect.com/science/article/pii/S0952197624016488
DTDA: Dual-channel Triple-to-quintuple Data Augmentation for Comparative Opinion Quintuple Extraction,https://www.sciencedirect.com/science/article/pii/S0950705124013686
Multi-stage guided code generation for Large Language Models,https://www.sciencedirect.com/science/article/pii/S095219762401649X
The more quality information the better: Hierarchical generation of multi-evidence alignment and fusion model for multimodal entity and relation extraction,https://www.sciencedirect.com/science/article/pii/S0306457324002346
MedExpQA: Multilingual benchmarking of Large Language Models for Medical Question Answering,https://www.sciencedirect.com/science/article/pii/S0933365724001805
Candidate-Heuristic In-Context Learning: A new framework for enhancing medical visual question answering with LLMs,https://www.sciencedirect.com/science/article/pii/S030645732400164X
Transformers in source code generation: A comprehensive survey,https://www.sciencedirect.com/science/article/pii/S1383762124001309
An Applied Statistics dataset for human vs AI-generated answer classification,https://www.sciencedirect.com/science/article/pii/S2352340924002117
CODP-1200: An AIGC based benchmark for assisting in child language acquisition,https://www.sciencedirect.com/science/article/pii/S0141938223002615
R2GenGPT: Radiology Report Generation with frozen LLMs,https://www.sciencedirect.com/science/article/pii/S2950162823000334
A large reproducible benchmark on text classification for the legal domain based on the ECHR-OD repository,https://www.sciencedirect.com/science/article/pii/S0306437923000947
Keyword-guided abstractive code summarization via incorporating structural and contextual information,https://www.sciencedirect.com/science/article/pii/S0950584922001215
CoreGen: Contextualized Code Representation Learning for Commit Message Generation,https://www.sciencedirect.com/science/article/pii/S092523122100792X
Enhancing source code retrieval with joint Bi-LSTM-GNN architecture: A comparative study with ChatGPT-LLM,https://www.sciencedirect.com/science/article/pii/S1319157823004196
Keyword-guided abstractive code summarization via incorporating structural and contextual information,https://www.sciencedirect.com/science/article/pii/S0950584922001215
Pytester: Deep reinforcement learning for text-to-testcase generation,https://www.sciencedirect.com/science/article/pii/S0164121225000494
SmartGuard: An LLM-enhanced framework for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0957417425001010
Parameter-efficient online knowledge distillation for pretrained language models,https://www.sciencedirect.com/science/article/pii/S0957417424029075
Multi-view visual semantic embedding for cross-modal image–text retrieval,https://www.sciencedirect.com/science/article/pii/S0031320324008392
MedChatZH: A tuning LLM for traditional Chinese medicine consultations,https://www.sciencedirect.com/science/article/pii/S0010482524003743
R2GenGPT: Radiology Report Generation with frozen LLMs,https://www.sciencedirect.com/science/article/pii/S2950162823000334
Automated ICD coding using extreme multi-label long text transformer-based models,https://www.sciencedirect.com/science/article/pii/S0933365723001768
Dual-path CNN with Max Gated block for text-based person re-identification,https://www.sciencedirect.com/science/article/pii/S0262885621000731
Oslcfit (organic simultaneous LSTM and CNN Fit): A novel deep learning based solution for sentiment polarity classification of reviews,https://www.sciencedirect.com/science/article/pii/S0957417420303122
GTFS-Madrid-Bench: A benchmark for virtual knowledge graph access in the transport domain,https://www.sciencedirect.com/science/article/pii/S1570826820300354
Geospatial large language model trained with a simulated environment for generating tool-use chains autonomously,https://www.sciencedirect.com/science/article/pii/S1569843224006708
Low-cost language models: Survey and performance evaluation on Python code generation,https://www.sciencedirect.com/science/article/pii/S0952197624016488
Generative AI and process systems engineering: The next frontier,https://www.sciencedirect.com/science/article/pii/S0098135424001418
EDS-MEMBED: Multi-sense embeddings based on enhanced distributional semantic structures via a graph walk over word senses,https://www.sciencedirect.com/science/article/pii/S0950705121001659
Pytester: Deep reinforcement learning for text-to-testcase generation,https://www.sciencedirect.com/science/article/pii/S0164121225000494
Agent-based learning of materials datasets from the scientific literature,https://www.sciencedirect.com/science/article/pii/S2635098X24001943
SEOSS-Queries - a software engineering dataset for text-to-SQL and question answering tasks,https://www.sciencedirect.com/science/article/pii/S2352340922004152
Enhancing source code retrieval with joint Bi-LSTM-GNN architecture: A comparative study with ChatGPT-LLM,https://www.sciencedirect.com/science/article/pii/S1319157823004196
SEOSS-Queries - a software engineering dataset for text-to-SQL and question answering tasks,https://www.sciencedirect.com/science/article/pii/S2352340922004152
Transformers in source code generation: A comprehensive survey,https://www.sciencedirect.com/science/article/pii/S1383762124001309
Re-examining lexical and semantic attention: Dual-view graph convolutions enhanced BERT for academic paper rating,https://www.sciencedirect.com/science/article/pii/S030645732200317X
Oslcfit (organic simultaneous LSTM and CNN Fit): A novel deep learning based solution for sentiment polarity classification of reviews,https://www.sciencedirect.com/science/article/pii/S0957417420303122
